zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,total_price,price_log
90017,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,230.0,5.4380793089231965
90004,House,Private room,6,2.5,3.0,3.0,Real Bed,600.0,6.396929655216146
91202,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,240.0,5.48063892334199
91405,House,Private room,2,1.0,1.0,1.0,Real Bed,20.0,2.9957322735539913
90019,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,175.0,5.1647859739235145
90019,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,135.0,4.90527477843843
91505,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,250.0,5.521460917862246
91324,House,Private room,2,1.0,1.0,1.0,Real Bed,70.0,4.248495242049359
90015,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,4.605170185988092
90004,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,200.0,5.298317366548036
90026,House,Private room,2,1.5,1.0,1.0,Real Bed,110.0,4.700480365792417
90210,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,200.0,5.298317366548036
90015,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,175.0,5.1647859739235145
90404,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,5.010635294096256
90020,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,211.0,5.351858133476067
90291,House,Private room,2,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
90046,Apartment,Entire home/apt,2,1.0,1.0,0.0,Real Bed,100.0,4.605170185988092
90291,House,Entire home/apt,2,1.0,2.0,1.0,Real Bed,199.0,5.293304824724492
90042,House,Entire home/apt,5,2.0,3.0,2.0,Real Bed,375.0,5.9269260259704115
90012,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,190.0,5.247024072160486
90028,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,350.0,5.857933154483459
90019,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,95.0,4.553876891600541
90028,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,130.0,4.867534450455582
90046,Apartment,Private room,2,1.0,0.0,1.0,Real Bed,95.0,4.553876891600541
90292,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,244.0,5.497168225293202
91605,House,Private room,1,1.5,1.0,1.0,Real Bed,165.0,5.105945473900579
90703,House,Private room,2,1.0,1.0,1.0,Real Bed,130.0,4.867534450455582
90065,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,274.0,5.613128106388071
90038,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,209.0,5.342334251964812
91607,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,135.0,4.90527477843843
90034,House,Private room,4,1.0,1.0,2.0,Real Bed,78.0,4.356708826689592
90038,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,209.0,5.342334251964812
90034,House,Private room,4,1.0,1.0,2.0,Real Bed,78.0,4.356708826689592
90036,Townhouse,Entire home/apt,10,1.0,2.0,3.0,Real Bed,292.0,5.676753802268282
90038,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,419.0,6.037870919922137
90011,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,3.80666248977032
90026,Bed and breakfast,Private room,4,1.5,1.0,4.0,Real Bed,110.0,4.700480365792417
90012,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,258.0,5.552959584921617
91755,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,49.0,3.8918202981106265
90230,Barn,Private room,1,1.0,1.0,1.0,Real Bed,45.0,3.80666248977032
90012,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,400.0,5.991464547107983
90266,House,Entire home/apt,6,1.0,2.0,5.0,Real Bed,300.0,5.703782474656202
90245,House,Private room,2,1.0,1.0,1.0,Real Bed,78.0,4.356708826689592
90293,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,192.0,5.2574953720277815
90094,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,499.0,6.212606095751518
90024,Condominium,Entire home/apt,4,1.5,2.0,2.0,Real Bed,289.0,5.666426688112433
91343,Apartment,Entire home/apt,5,1.0,2.0,4.0,Real Bed,550.0,6.309918278226516
91343,Apartment,Entire home/apt,5,2.5,2.0,4.0,Real Bed,299.0,5.700443573390688
90028,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,156.0,5.049856007249537
91506,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,450.0,6.1092475827643655
90029,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,67.0,4.204692619390967
91007,Villa,Private room,1,1.0,1.0,1.0,Real Bed,43.0,3.7612001156935615
90011,House,Private room,4,1.0,1.0,2.0,Real Bed,200.0,5.298317366548036
90026,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,85.0,4.442651256490317
90036,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,350.0,5.857933154483459
90045,Guesthouse,Entire home/apt,6,1.0,1.0,2.0,Real Bed,199.0,5.293304824724492
90042,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,189.0,5.2417470150596435
91601,House,Entire home/apt,2,1.0,2.0,1.0,Real Bed,265.0,5.579729825986222
90266,House,Private room,1,1.0,1.0,1.0,Real Bed,60.0,4.0943445622220995
90018,House,Shared room,1,1.0,1.0,4.0,Real Bed,34.0,3.5263605246161616
90004,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,185.0,5.220355825078324
90028,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,229.0,5.433722003554241
90277,House,Entire home/apt,2,2.0,2.0,2.0,Real Bed,349.0,5.855071922202427
91501,Apartment,Private room,1,1.0,0.0,0.0,Real Bed,30.0,3.4011973816621555
90003,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,154.0,5.0369526024136295
90036,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,5.010635294096256
91731,Apartment,Private room,1,1.0,2.0,1.0,Real Bed,65.0,4.174387269895637
90025,Serviced apartment,Entire home/apt,3,2.0,1.0,1.0,Real Bed,349.0,5.855071922202427
90031,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,129.0,4.859812404361672
90094,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,109.0,4.691347882229144
90731,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,95.0,4.553876891600541
90018,House,Private room,3,1.0,1.0,1.0,Real Bed,175.0,5.1647859739235145
91401,House,Entire home/apt,9,2.0,3.0,6.0,Real Bed,329.0,5.796057750765373
91356,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,92.0,4.5217885770490405
90017,Condominium,Entire home/apt,6,2.0,2.0,2.0,Real Bed,385.0,5.9532433342877855
90021,Loft,Private room,2,1.0,2.0,2.0,Real Bed,150.0,5.010635294096256
91423,Condominium,Shared room,1,1.0,1.0,1.0,Real Bed,18.0,2.8903717578961645
91423,Condominium,Shared room,1,1.0,1.0,1.0,Real Bed,18.0,2.8903717578961645
90004,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,90.0,4.499809670330264
90066,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
90265,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,6597.0,8.794370279222871
90004,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,3.688879454113936
90291,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,230.0,5.4380793089231965
90028,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
90036,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,68.0,4.219507705176107
90004,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,3.912023005428147
90004,House,Private room,2,1.0,1.0,1.0,Real Bed,40.0,3.688879454113936
90048,Serviced apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,573.0,6.35088571671474
90066,Bungalow,Entire home/apt,10,2.0,3.0,3.0,Real Bed,250.0,5.521460917862246
90402,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,145.0,4.976733742420574
90066,House,Private room,2,2.0,1.0,1.0,Real Bed,49.0,3.8918202981106265
91741,House,Private room,2,1.0,1.0,1.0,Real Bed,41.0,3.7135720667043084
90291,Bungalow,Entire home/apt,4,1.0,1.0,2.0,Real Bed,254.0,5.5373342670185375
90210,Serviced apartment,Private room,1,1.0,1.0,1.0,Real Bed,150.0,5.010635294096256
90210,Condominium,Entire home/apt,4,1.5,1.0,1.0,Real Bed,194.0,5.267858159063328
90813,House,Private room,2,1.5,1.0,1.0,Real Bed,110.0,4.700480365792417
90063,House,Shared room,1,1.0,1.0,1.0,Real Bed,30.0,3.4011973816621555
90805,House,Private room,4,2.0,2.0,3.0,Real Bed,120.0,4.787491742782046
90291,Guest suite,Entire home/apt,2,1.0,0.0,1.0,Real Bed,135.0,4.90527477843843
90723,House,Private room,1,1.0,1.0,1.0,Real Bed,41.0,3.7135720667043084
90280,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,170.0,5.135798437050261
91030,Apartment,Entire home/apt,1,1.0,2.0,1.0,Real Bed,147.0,4.990432586778736
90640,House,Private room,2,1.0,1.0,1.0,Real Bed,78.0,4.356708826689592
91104,Guest suite,Entire home/apt,4,1.0,1.0,2.0,Real Bed,148.0,4.997212273764115
90068,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,72.0,4.276666119016055
90038,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
90210,Apartment,Entire home/apt,6,1.0,1.0,2.0,Real Bed,255.0,5.541263545158426
91607,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,80.0,4.382026634673881
90292,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,85.0,4.442651256490317
90066,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,285.0,5.652489180268652
90066,Bungalow,Entire home/apt,4,1.0,2.0,0.0,Real Bed,250.0,5.521460917862246
91506,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,181.0,5.198497031265826
90034,Bed and breakfast,Private room,1,1.0,0.0,1.0,Real Bed,52.0,3.951243718581428
90007,House,Shared room,1,2.0,1.0,16.0,Real Bed,18.0,2.8903717578961645
90012,Guest suite,Private room,2,1.0,1.0,1.0,Real Bed,110.0,4.700480365792417
90007,House,Shared room,1,2.0,1.0,6.0,Real Bed,18.0,2.8903717578961645
90023,House,Shared room,1,2.0,1.0,1.0,Real Bed,18.0,2.8903717578961645
90027,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,89.0,4.48863636973214
90029,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,110.0,4.700480365792417
91401,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,227.0,5.424950017481403
91001,House,Entire home/apt,7,2.5,3.0,3.0,Real Bed,259.0,5.556828061699537
90027,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,85.0,4.442651256490317
90802,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,3.8918202981106265
90047,House,Private room,2,1.0,1.0,1.0,Real Bed,89.0,4.48863636973214
90025,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,58.0,4.060443010546419
91776,House,Private room,1,1.0,1.0,1.0,Real Bed,36.0,3.58351893845611
91302,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,500.0,6.214608098422191
91775,House,Private room,2,1.0,1.0,1.0,Real Bed,59.0,4.07753744390572
90012,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,122.0,4.804021044733257
90291,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,110.0,4.700480365792417
91342,House,Private room,2,1.0,1.0,1.0,Real Bed,83.0,4.418840607796597
90291,Condominium,Entire home/apt,2,1.0,2.0,2.0,Real Bed,270.0,5.598421958998375
90026,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,250.0,5.521460917862246
90291,House,Entire home/apt,7,3.5,5.0,5.0,Real Bed,970.0,6.877296071497429
90068,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,235.0,5.45958551414416
90038,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,155.0,5.043425116919247
91405,Apartment,Entire home/apt,4,2.0,3.0,4.0,Real Bed,130.0,4.867534450455582
91702,Villa,Private room,2,1.0,1.0,1.0,Real Bed,55.0,4.007333185232471
90038,Condominium,Entire home/apt,4,1.0,1.0,1.0,Real Bed,120.0,4.787491742782046
90038,House,Entire home/apt,5,1.0,1.0,3.0,Real Bed,239.0,5.476463551931511
90012,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,4.867534450455582
90045,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,65.0,4.174387269895637
91607,House,Private room,2,1.0,0.0,2.0,Real Bed,200.0,5.298317366548036
90024,House,Private room,3,1.0,1.0,1.0,Real Bed,130.0,4.867534450455582
91770,Bungalow,Private room,2,1.0,1.0,1.0,Real Bed,57.0,4.043051267834549
91803,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,4.0943445622220995
90034,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,60.0,4.0943445622220995
90006,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,140.0,4.941642422609304
90069,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,230.0,5.4380793089231965
90803,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,185.0,5.220355825078324
90046,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,125.0,4.8283137373023015
91770,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,215.0,5.3706380281276624
91754,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,69.0,4.23410650459726
90292,Townhouse,Shared room,1,1.5,1.0,1.0,Real Bed,65.0,4.174387269895637
91203,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
90028,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,170.0,5.135798437050261
90405,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,500.0,6.214608098422191
90012,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,105.0,4.653960350157523
90028,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,200.0,5.298317366548036
90034,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,105.0,4.653960350157523
91306,House,Private room,2,2.0,1.0,1.0,Real Bed,90.0,4.499809670330264
90291,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,430.0,6.063785208687607
90026,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,185.0,5.220355825078324
90046,Guest suite,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,5.010635294096256
91775,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,250.0,5.521460917862246
90802,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,310.0,5.736572297479192
91352,House,Private room,2,1.5,1.0,1.0,Real Bed,70.0,4.248495242049359
91750,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,88.0,4.477336814478207
90032,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,129.0,4.859812404361672
91601,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,170.0,5.135798437050261
90804,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,60.0,4.0943445622220995
90802,Condominium,Entire home/apt,6,2.0,3.0,5.0,Real Bed,354.0,5.869296913133774
90035,House,Private room,2,1.0,1.0,1.0,Real Bed,209.0,5.342334251964812
90026,Bungalow,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,4.499809670330264
91601,House,Private room,2,1.0,1.0,1.0,Real Bed,27.0,3.2958368660043287
90034,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,98.0,4.584967478670572
90713,House,Entire home/apt,3,1.5,1.0,1.0,Real Bed,65.0,4.174387269895637
90403,Apartment,Entire home/apt,2,2.0,2.0,2.0,Real Bed,175.0,5.1647859739235145
90036,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,99.0,4.59511985013459
91604,House,Entire home/apt,4,2.0,1.0,2.0,Real Bed,419.0,6.037870919922137
90019,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,250.0,5.521460917862246
90804,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,125.0,4.8283137373023015
90046,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,350.0,5.857933154483459
91106,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,110.0,4.700480365792417
91214,House,Entire home/apt,8,2.0,3.0,2.0,Real Bed,375.0,5.9269260259704115
91324,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
90006,House,Private room,1,1.0,1.0,1.0,Real Bed,45.0,3.80666248977032
91801,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,3.912023005428147
90046,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
91601,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,174.0,5.159055299214528
90020,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,88.0,4.477336814478207
90802,Bungalow,Private room,2,1.0,1.0,1.0,Real Bed,89.0,4.48863636973214
90069,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,400.0,5.991464547107983
90026,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,150.0,5.010635294096256
90020,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,220.0,5.393627546352363
91401,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,225.0,5.416100402204419
90018,House,Private room,4,2.0,1.0,4.0,Real Bed,75.0,4.31748811353631
91606,House,Private room,3,2.0,1.0,1.0,Real Bed,25.0,3.218875824868201
90045,House,Shared room,1,2.5,1.0,4.0,Real Bed,45.0,3.80666248977032
90026,House,Private room,1,1.5,1.0,1.0,Real Bed,365.0,5.899897353582492
90049,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,250.0,5.521460917862246
90024,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,80.0,4.382026634673881
90291,Townhouse,Entire home/apt,4,2.5,2.0,2.0,Real Bed,593.0,6.385194398997727
90069,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
90036,Condominium,Entire home/apt,4,1.0,1.0,1.0,Real Bed,186.0,5.225746673713202
90015,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,151.0,5.017279836814924
90065,House,Entire home/apt,4,1.5,3.0,3.0,Real Bed,250.0,5.521460917862246
91606,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,4.174387269895637
90066,Condominium,Private room,2,1.5,1.0,1.0,Real Bed,150.0,5.010635294096256
91387,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,Real Bed,300.0,5.703782474656202
90291,Guesthouse,Entire home/apt,3,1.0,1.0,1.0,Real Bed,365.0,5.899897353582492
90004,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,150.0,5.010635294096256
91601,Loft,Private room,3,1.0,1.0,0.0,Real Bed,138.0,4.927253685157205
90504,Bungalow,Private room,1,1.0,1.0,1.0,Real Bed,55.0,4.007333185232471
90019,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,139.0,4.934473933130692
90028,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,74.0,4.30406509320417
91604,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,275.0,5.616771097666573
91748,Villa,Private room,2,1.0,1.0,1.0,Real Bed,50.0,3.912023005428147
90068,House,Private room,2,1.0,1.0,1.0,Real Bed,200.0,5.298317366548036
91741,House,Private room,2,1.0,1.0,1.0,Real Bed,47.0,3.8501476017100575
90028,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,223.0,5.40717177146012
90028,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,135.0,4.90527477843843
90804,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,4.174387269895637
90305,House,Private room,2,1.5,1.0,2.0,Real Bed,128.0,4.852030263919617
91423,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,98.0,4.584967478670572
91780,House,Private room,2,1.0,1.0,1.0,Real Bed,90.0,4.499809670330264
90020,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,100.0,4.605170185988092
90017,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,175.0,5.1647859739235145
90029,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,60.0,4.0943445622220995
91606,House,Shared room,1,4.0,1.0,1.0,Real Bed,100.0,4.605170185988092
90292,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,350.0,5.857933154483459
90029,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,145.0,4.976733742420574
90068,House,Entire home/apt,6,4.0,3.0,3.0,Real Bed,1000.0,6.907755278982138
90031,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,169.0,5.1298987149230735
91604,House,Entire home/apt,8,3.5,4.0,4.0,Real Bed,1000.0,6.907755278982138
90031,Bungalow,Entire home/apt,8,1.0,3.0,3.0,Real Bed,351.0,5.8607862234658645
90212,Condominium,Entire home/apt,6,2.5,3.0,7.0,Real Bed,800.0,6.684611727667928
90041,Guesthouse,Entire home/apt,3,1.0,1.0,1.0,Real Bed,70.0,4.248495242049359
91606,House,Private room,2,1.0,1.0,1.0,Real Bed,59.0,4.07753744390572
91001,Cottage,Entire home/apt,4,1.0,2.0,2.0,Real Bed,310.0,5.736572297479192
90004,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,143.0,4.962844630259907
90065,Bungalow,Entire home/apt,2,1.0,1.0,1.0,Real Bed,165.0,5.105945473900579
91601,House,Entire home/apt,6,2.0,3.0,6.0,Real Bed,300.0,5.703782474656202
90014,Loft,Private room,2,1.0,1.0,1.0,Real Bed,80.0,4.382026634673881
90066,House,Private room,2,1.0,1.0,1.0,Real Bed,194.0,5.267858159063328
90291,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,340.0,5.828945617610208
91801,Condominium,Entire home/apt,4,2.5,2.0,2.0,Real Bed,194.0,5.267858159063328
90038,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,145.0,4.976733742420574
90038,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,160.0,5.0751738152338275
90032,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,185.0,5.220355825078324
90291,Bungalow,Entire home/apt,3,1.5,1.0,1.0,Real Bed,250.0,5.521460917862246
90068,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,165.0,5.105945473900579
90031,House,Entire home/apt,5,1.0,3.0,2.0,Real Bed,270.0,5.598421958998375
91775,Guest suite,Private room,4,1.0,2.0,2.0,Real Bed,85.0,4.442651256490317
90046,Bungalow,Entire home/apt,8,1.0,2.0,2.0,Real Bed,228.0,5.429345628954442
91306,House,Private room,2,1.0,1.0,1.0,Real Bed,99.0,4.59511985013459
90048,House,Shared room,1,2.0,1.0,4.0,Real Bed,53.0,3.970291913552122
90038,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,169.0,5.1298987149230735
90029,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,125.0,4.8283137373023015
90048,Bungalow,Private room,2,1.5,1.0,1.0,Real Bed,149.0,5.003946305945459
90006,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,95.0,4.553876891600541
90068,House,Entire home/apt,10,3.0,4.0,6.0,Real Bed,470.0,6.1527326947041034
90020,House,Private room,2,3.0,1.0,1.0,Real Bed,169.0,5.1298987149230735
90068,Villa,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,4.867534450455582
91316,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,210.0,5.3471075307174685
90291,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,350.0,5.857933154483459
90034,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,94.0,4.543294782270004
90046,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,150.0,5.010635294096256
91406,House,Private room,1,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
90017,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,98.0,4.584967478670572
90291,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,220.0,5.393627546352363
90068,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,45.0,3.80666248977032
90291,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,450.0,6.1092475827643655
90028,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,206.0,5.327876168789581
90211,Apartment,Entire home/apt,6,1.5,2.0,4.0,Real Bed,300.0,5.703782474656202
90293,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,150.0,5.010635294096256
90210,Villa,Entire home/apt,14,6.5,7.0,5.0,Real Bed,22000.0,9.998797732340453
90017,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,206.0,5.327876168789581
90068,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,55.0,4.007333185232471
90048,House,Shared room,1,2.0,1.0,4.0,Real Bed,50.0,3.912023005428147
91604,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,140.0,4.941642422609304
91754,House,Private room,3,1.0,1.0,3.0,Real Bed,59.0,4.07753744390572
90039,House,Entire home/apt,6,2.5,3.0,2.0,Real Bed,299.0,5.700443573390688
90022,House,Private room,2,1.0,1.0,1.0,Real Bed,113.0,4.727387818712341
90026,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,240.0,5.48063892334199
90014,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,145.0,4.976733742420574
90292,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,310.0,5.736572297479192
90026,House,Entire home/apt,6,1.5,2.0,2.0,Real Bed,265.0,5.579729825986222
90066,Camper/RV,Private room,2,1.0,1.0,1.0,Real Bed,55.0,4.007333185232471
91107,House,Entire home/apt,8,4.0,4.0,4.0,Real Bed,650.0,6.476972362889682
90094,Condominium,Entire home/apt,8,2.5,3.0,4.0,Real Bed,350.0,5.857933154483459
90039,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,90.0,4.499809670330264
90807,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,4.31748811353631
91601,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,4.442651256490317
91024,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,230.0,5.4380793089231965
90291,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,150.0,5.010635294096256
91766,Villa,Private room,3,1.0,1.0,2.0,Real Bed,65.0,4.174387269895637
90048,Villa,Entire home/apt,8,6.0,4.0,0.0,Real Bed,1895.0,7.546974117516527
90043,Guesthouse,Entire home/apt,5,1.5,2.0,3.0,Real Bed,140.0,4.941642422609304
90068,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,4.59511985013459
90024,Apartment,Private room,1,1.5,1.0,0.0,Real Bed,174.0,5.159055299214528
91364,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,85.0,4.442651256490317
90046,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,235.0,5.45958551414416
90232,House,Private room,2,1.0,1.0,1.0,Real Bed,83.0,4.418840607796597
90069,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,379.0,5.937536205082426
